ts,open,high,low,close,volume,dt_utc
1743724800,1817.23,1823.12,1771.11,1792.91,,2025-04-04 00:00:00+00:00
1743739200,1792.91,1821.82,1784.17,1817.93,,2025-04-04 04:00:00+00:00
1743753600,1817.94,1835.68,1758.72,1783.88,,2025-04-04 08:00:00+00:00
1743768000,1783.88,1821.0,1769.45,1795.24,,2025-04-04 12:00:00+00:00
1743782400,1795.24,1828.9,1783.25,1810.21,,2025-04-04 16:00:00+00:00
1743796800,1810.21,1827.99,1807.52,1816.87,,2025-04-04 20:00:00+00:00
1743811200,1816.88,1827.29,1809.39,1810.01,,2025-04-05 00:00:00+00:00
1743825600,1810.01,1815.75,1803.99,1813.22,,2025-04-05 04:00:00+00:00
1743840000,1813.22,1822.04,1806.56,1807.34,,2025-04-05 08:00:00+00:00
1743854400,1807.34,1808.3,1777.93,1782.01,,2025-04-05 12:00:00+00:00
1743868800,1782.01,1795.38,1780.0,1782.17,,2025-04-05 16:00:00+00:00
1743883200,1782.17,1810.04,1764.39,1806.01,,2025-04-05 20:00:00+00:00
1743897600,1806.02,1817.0,1801.78,1809.81,,2025-04-06 00:00:00+00:00
1743912000,1809.81,1813.55,1791.49,1797.69,,2025-04-06 04:00:00+00:00
1743926400,1797.7,1798.2,1783.0,1789.19,,2025-04-06 08:00:00+00:00
1743940800,1789.19,1792.09,1735.0,1759.55,,2025-04-06 12:00:00+00:00
1743955200,1759.56,1760.06,1602.0,1626.24,,2025-04-06 16:00:00+00:00
1743969600,1626.24,1631.18,1537.5,1580.76,,2025-04-06 20:00:00+00:00
1743984000,1580.77,1614.2,1520.78,1543.69,,2025-04-07 00:00:00+00:00
1743998400,1543.69,1561.41,1411.01,1460.15,,2025-04-07 04:00:00+00:00
1744012800,1460.15,1520.83,1455.63,1483.11,,2025-04-07 08:00:00+00:00
1744027200,1483.11,1639.0,1478.12,1556.56,,2025-04-07 12:00:00+00:00
1744041600,1556.56,1572.7,1526.0,1545.41,,2025-04-07 16:00:00+00:00
1744056000,1545.47,1585.5,1545.06,1553.04,,2025-04-07 20:00:00+00:00
1744070400,1553.04,1618.67,1541.04,1584.71,,2025-04-08 00:00:00+00:00
1744084800,1584.71,1602.27,1561.89,1570.83,,2025-04-08 04:00:00+00:00
1744099200,1570.83,1590.08,1554.37,1588.32,,2025-04-08 08:00:00+00:00
1744113600,1588.32,1593.47,1518.29,1531.77,,2025-04-08 12:00:00+00:00
1744128000,1531.76,1533.08,1454.63,1466.67,,2025-04-08 16:00:00+00:00
1744142400,1466.67,1486.2,1441.3,1473.41,,2025-04-08 20:00:00+00:00
1744156800,1473.41,1482.28,1385.05,1418.8,,2025-04-09 00:00:00+00:00
1744171200,1418.79,1492.02,1414.77,1483.43,,2025-04-09 04:00:00+00:00
1744185600,1483.45,1496.55,1445.07,1455.33,,2025-04-09 08:00:00+00:00
1744200000,1455.33,1501.27,1440.2,1485.26,,2025-04-09 12:00:00+00:00
1744214400,1485.26,1673.29,1481.97,1640.92,,2025-04-09 16:00:00+00:00
1744228800,1640.93,1689.0,1640.56,1669.51,,2025-04-09 20:00:00+00:00
1744243200,1669.51,1669.85,1601.76,1617.01,,2025-04-10 00:00:00+00:00
1744257600,1617.0,1626.14,1583.31,1595.81,,2025-04-10 04:00:00+00:00
1744272000,1595.81,1606.86,1581.36,1594.81,,2025-04-10 08:00:00+00:00
1744286400,1594.8,1640.0,1483.6,1495.98,,2025-04-10 12:00:00+00:00
1744300800,1495.97,1532.2,1471.02,1514.67,,2025-04-10 16:00:00+00:00
1744315200,1514.6,1533.7,1514.16,1522.25,,2025-04-10 20:00:00+00:00
1744329600,1522.24,1550.6,1504.63,1544.61,,2025-04-11 00:00:00+00:00
1744344000,1544.61,1562.8,1541.04,1553.04,,2025-04-11 04:00:00+00:00
1744358400,1553.05,1585.0,1538.14,1558.79,,2025-04-11 08:00:00+00:00
1744372800,1558.8,1581.44,1541.48,1565.44,,2025-04-11 12:00:00+00:00
1744387200,1565.44,1591.47,1555.87,1565.79,,2025-04-11 16:00:00+00:00
1744401600,1565.79,1586.97,1558.7,1566.85,,2025-04-11 20:00:00+00:00
1744416000,1566.85,1569.79,1546.06,1554.4,,2025-04-12 00:00:00+00:00
1744430400,1554.4,1585.23,1550.5,1582.05,,2025-04-12 04:00:00+00:00
1744444800,1582.04,1606.41,1581.0,1594.06,,2025-04-12 08:00:00+00:00
1744459200,1594.06,1669.59,1590.7,1655.87,,2025-04-12 12:00:00+00:00
1744473600,1655.88,1662.33,1628.24,1642.63,,2025-04-12 16:00:00+00:00
1744488000,1642.64,1659.93,1641.24,1644.18,,2025-04-12 20:00:00+00:00
1744502400,1644.19,1649.75,1606.55,1624.53,,2025-04-13 00:00:00+00:00
1744516800,1624.52,1624.66,1597.47,1613.5,,2025-04-13 04:00:00+00:00
1744531200,1613.51,1628.2,1592.58,1604.28,,2025-04-13 08:00:00+00:00
1744545600,1604.29,1609.3,1566.11,1586.62,,2025-04-13 12:00:00+00:00
1744560000,1586.61,1649.04,1562.01,1590.25,,2025-04-13 16:00:00+00:00
1744574400,1590.25,1617.08,1572.24,1597.76,,2025-04-13 20:00:00+00:00
1744588800,1597.76,1660.32,1595.56,1629.59,,2025-04-14 00:00:00+00:00
1744603200,1629.6,1642.19,1612.63,1635.57,,2025-04-14 04:00:00+00:00
1744617600,1635.58,1691.5,1629.34,1675.32,,2025-04-14 08:00:00+00:00
1744632000,1675.32,1689.59,1619.34,1627.93,,2025-04-14 12:00:00+00:00
1744646400,1627.94,1651.51,1615.0,1636.58,,2025-04-14 16:00:00+00:00
1744660800,1636.58,1638.18,1606.01,1623.77,,2025-04-14 20:00:00+00:00
1744675200,1623.78,1643.7,1614.8,1637.89,,2025-04-15 00:00:00+00:00
1744689600,1637.9,1648.47,1632.06,1644.84,,2025-04-15 04:00:00+00:00
1744704000,1644.83,1651.96,1622.47,1632.05,,2025-04-15 08:00:00+00:00
1744718400,1632.06,1661.21,1601.36,1621.02,,2025-04-15 12:00:00+00:00
1744732800,1621.01,1627.99,1597.17,1606.96,,2025-04-15 16:00:00+00:00
1744747200,1606.95,1614.78,1583.12,1588.78,,2025-04-15 20:00:00+00:00
1744761600,1588.77,1604.4,1576.5,1591.04,,2025-04-16 00:00:00+00:00
1744776000,1591.04,1593.66,1551.18,1564.28,,2025-04-16 04:00:00+00:00
1744790400,1564.28,1586.1,1556.7,1584.17,,2025-04-16 08:00:00+00:00
1744804800,1584.18,1613.66,1566.28,1590.69,,2025-04-16 12:00:00+00:00
1744819200,1590.7,1612.83,1538.07,1588.6,,2025-04-16 16:00:00+00:00
1744833600,1588.61,1598.15,1570.0,1577.14,,2025-04-16 20:00:00+00:00
1744848000,1577.15,1595.57,1574.69,1584.91,,2025-04-17 00:00:00+00:00
1744862400,1584.91,1610.53,1580.99,1601.6,,2025-04-17 04:00:00+00:00
1744876800,1601.6,1604.23,1588.65,1593.27,,2025-04-17 08:00:00+00:00
1744891200,1593.27,1603.19,1563.2,1583.17,,2025-04-17 12:00:00+00:00
1744905600,1583.17,1616.96,1577.02,1581.45,,2025-04-17 16:00:00+00:00
1744920000,1581.44,1591.84,1579.0,1583.62,,2025-04-17 20:00:00+00:00
1744934400,1583.63,1589.19,1577.23,1584.15,,2025-04-18 00:00:00+00:00
1744948800,1584.14,1585.19,1573.54,1584.09,,2025-04-18 04:00:00+00:00
1744963200,1584.1,1592.82,1582.3,1590.67,,2025-04-18 08:00:00+00:00
1744977600,1590.67,1597.2,1579.09,1583.17,,2025-04-18 12:00:00+00:00
1744992000,1583.17,1595.18,1581.8,1593.31,,2025-04-18 16:00:00+00:00
1745006400,1593.31,1600.64,1587.01,1588.6,,2025-04-18 20:00:00+00:00
1745020800,1588.6,1600.26,1585.01,1597.76,,2025-04-19 00:00:00+00:00
1745035200,1597.75,1613.48,1595.33,1600.94,,2025-04-19 04:00:00+00:00
1745049600,1600.94,1606.4,1594.07,1596.79,,2025-04-19 08:00:00+00:00
1745064000,1596.8,1612.29,1595.05,1607.28,,2025-04-19 12:00:00+00:00
1745078400,1607.28,1631.81,1598.5,1614.79,,2025-04-19 16:00:00+00:00
1745092800,1614.8,1622.37,1611.06,1613.27,,2025-04-19 20:00:00+00:00
1745107200,1613.26,1619.19,1608.0,1611.87,,2025-04-20 00:00:00+00:00
1745121600,1611.87,1617.65,1586.6,1597.46,,2025-04-20 04:00:00+00:00
1745136000,1597.46,1597.61,1565.59,1572.62,,2025-04-20 08:00:00+00:00
1745150400,1572.61,1584.04,1571.1,1573.5,,2025-04-20 12:00:00+00:00
1745164800,1573.51,1587.97,1571.49,1586.17,,2025-04-20 16:00:00+00:00
1745179200,1586.19,1600.75,1574.68,1587.36,,2025-04-20 20:00:00+00:00
1745193600,1587.36,1645.45,1586.18,1634.54,,2025-04-21 00:00:00+00:00
1745208000,1634.55,1658.75,1631.3,1645.92,,2025-04-21 04:00:00+00:00
1745222400,1645.92,1655.0,1617.85,1626.34,,2025-04-21 08:00:00+00:00
1745236800,1626.34,1641.82,1608.6,1623.3,,2025-04-21 12:00:00+00:00
1745251200,1623.3,1626.09,1564.07,1573.7,,2025-04-21 16:00:00+00:00
1745265600,1573.7,1580.75,1571.35,1579.57,,2025-04-21 20:00:00+00:00
1745280000,1579.57,1593.73,1537.26,1579.22,,2025-04-22 00:00:00+00:00
1745294400,1579.22,1624.0,1574.0,1619.21,,2025-04-22 04:00:00+00:00
1745308800,1619.2,1638.16,1613.01,1631.03,,2025-04-22 08:00:00+00:00
1745323200,1631.03,1725.81,1626.85,1703.01,,2025-04-22 12:00:00+00:00
1745337600,1703.0,1710.66,1683.08,1698.22,,2025-04-22 16:00:00+00:00
1745352000,1698.22,1778.0,1691.68,1756.26,,2025-04-22 20:00:00+00:00
1745366400,1756.25,1807.56,1744.95,1795.49,,2025-04-23 00:00:00+00:00
1745380800,1795.49,1818.18,1773.93,1792.11,,2025-04-23 04:00:00+00:00
1745395200,1792.1,1812.2,1779.2,1797.23,,2025-04-23 08:00:00+00:00
1745409600,1797.22,1834.86,1761.62,1794.6,,2025-04-23 12:00:00+00:00
1745424000,1794.6,1810.0,1774.47,1786.03,,2025-04-23 16:00:00+00:00
1745438400,1786.03,1806.91,1785.73,1795.07,,2025-04-23 20:00:00+00:00
1745452800,1795.08,1802.82,1766.52,1768.18,,2025-04-24 00:00:00+00:00
1745467200,1768.16,1776.34,1751.27,1756.25,,2025-04-24 04:00:00+00:00
1745481600,1756.25,1760.7,1722.9,1755.1,,2025-04-24 08:00:00+00:00
1745496000,1755.1,1777.77,1744.4,1764.62,,2025-04-24 12:00:00+00:00
1745510400,1764.62,1777.5,1746.04,1763.1,,2025-04-24 16:00:00+00:00
1745524800,1763.1,1774.84,1749.04,1769.65,,2025-04-24 20:00:00+00:00
1745539200,1769.64,1790.5,1738.6,1760.89,,2025-04-25 00:00:00+00:00
